popularity,budget,revenue,original_title,director,runtime,vote_count,vote_average,release_year,budget_adj,revenue_adj,gain,release_month,main_hero,genere1,company1
0.606808,50000000,9448082,Goya's Ghosts,MiloÅ¡ Forman,114,46,6.7,2006,54083457.9145786,10219698.9044097,0.18896164,11,Javier Bardem,Drama,Kanzaman
0.589842,25000000,11772461,The Hoax,Lasse HallstrÃ¶m,116,22,6.5,2006,27041728.9572893,12733907.980890302,0.47089844,10,Richard Gere,Comedy,Miramax Films
0.5828760000000001,20000000,22165608,The Marine,John Bonito,92,94,5.0,2006,21633383.1658314,23975854.5483809,1.1082804,10,John Cena,Action,Twentieth Century Fox Film Corporation
0.569422999999999,12000000,6754898,Running with Scissors,Ryan Murphy,116,35,5.6,2006,12980029.8994988,7306564.83400542,0.5629081666666667,10,Annette Bening,Drama,TriStar Pictures
0.56593,50000000,61112916,The Shaggy Dog,Brian Robbins,98,73,4.6,2006,54083457.9145786,66103956.410463504,1.22225832,3,Tim Allen,Comedy,Walt Disney Pictures
0.564215999999999,40000000,23937870,Stormbreaker,Geoffrey Sax,93,120,5.0,2006,43266766.33166289,25892855.694192998,0.59844675,7,Alex Pettyfer,Adventure,Isle of Man Film
0.552267,6000000,57231524,Madea's Family Reunion,Tyler Perry,110,63,6.0,2006,6490014.94974943,61905574.392823905,9.538587333333334,2,Tyler Perry,Drama,Lions Gate Films
0.530814,30000000,34742066,Take the Lead,Liz Friedlander,108,79,6.4,2006,32450074.7487471,37579421.2875302,1.1580688666666668,3,Antonio Banderas,Music,New Line Cinema
0.529881,35000000,12506188,Zoom,Peter Hewitt,83,84,5.1,2006,37858420.540205,13527557.8473961,0.35731965714285713,8,Tim Allen,Fantasy,Columbia Pictures
0.514836,12000000,23006849,Aquamarine,Elizabeth Allen Rosenbaum,104,216,5.9,2006,12980029.8994988,24885798.9927713,1.9172374166666666,3,Emma Roberts,Fantasy,Fox 2000 Pictures
0.508401,10000000,7177143,Rescue Dawn,Werner Herzog,126,158,6.6,2006,10816691.5829157,7763294.22774825,0.7177143,9,Christian Bale,Adventure,Metro-Goldwyn-Mayer (MGM)
0.5014310000000001,6500000,22889018,The Wind That Shakes the Barley,Ken Loach,124,71,6.5,2006,7030849.52889522,24758344.834180605,3.5213873846153847,5,Cillian Murphy,Drama,BIM Distribuzione
0.49670299999999995,55000000,65664721,16 Blocks,Richard Donner,105,404,6.1,2006,59491803.7060365,71027503.49352092,1.1939040181818181,3,Bruce Willis,Action,Donners' Company
0.48989799999999994,4000000,31584901,Scoop,Woody Allen,96,208,6.2,2006,4326676.63316629,34164413.2793926,7.89622525,7,Scarlett Johansson,Comedy,BBC Films
0.4819,45000000,38399961,Last Holiday,Wayne Wang,112,72,6.4,2006,48675112.1231207,41536053.4932992,0.8533324666666666,1,Queen Latifah,Adventure,Paramount Pictures
0.467297,15000000,49469904,Notes on a Scandal,Richard Eyre,92,119,6.3,2006,16225037.3743735,53510069.4204449,3.2979936,12,Judi Dench,Drama,Fox Searchlight Pictures
0.46315500000000004,15000000,76286096,United 93,Paul Greengrass,111,180,6.6,2006,16225037.3743735,82516317.24967009,5.085739733333333,4,J.J. Johnson,Drama,Universal Pictures
0.46186499999999997,994000,165000,Kidulthood,Menhaj Huda,89,25,6.5,2006,1075179.14334182,178475.41111810898,0.1659959758551308,3,Aml Ameen,Drama,Cipher Films
0.45811199999999996,21000000,480314,DOA: Dead or Alive,Corey Yuen Kwai,87,116,4.9,2006,22715052.324123003,519540.840095658,0.022872095238095237,9,Jaime Pressly,Adventure,Impact Pictures
0.45121700000000003,15000000,123384128,The Queen,Stephen Frears,103,159,6.6,2006,16225037.3743735,133460805.880299,8.225608533333334,9,Helen Mirren,Drama,BIM Distribuzione
0.441629,60000000,77920346,The Sentinel,Clark Johnson,108,112,5.6,2006,64900149.4974943,84284035.0716081,1.2986724333333333,4,Michael Douglas,Action,Twentieth Century Fox Film Corporation
0.437529,32000000,5914908,The Good German,Steven Soderbergh,108,46,5.8,2006,34613413.0653303,6397973.55773209,0.184840875,12,George Clooney,War,Warner Bros.
0.43545100000000003,60000000,17800000,Flyboys,Tony Bill,140,179,6.1,2006,64900149.4974943,19253711.017589897,0.2966666666666667,9,James Franco,Action,Ingenious Film Partners
0.433874,15000000,9500000,Running Scared,Wayne Kramer,122,174,6.8,2006,16225037.3743735,10275857.0037699,0.6333333333333333,1,Paul Walker,Action,International Production Company
0.405681,25000000,16158487,Catch and Release,Susannah Grant,111,58,6.0,2006,27041728.9572893,17478137.0325553,0.64633948,10,Jennifer Garner,Comedy,Columbia Pictures Corporation
0.405342,20000000,39143839,The Grudge 2,Takashi Shimizu,102,151,5.3,2006,21633383.1658314,42340683.3834308,1.95719195,10,Sarah Michelle Gellar,Horror,Columbia Pictures Corporation
0.384988,8000000,143451,10th & Wolf,Robert Moresco,107,12,6.0,2006,8653353.26633258,155166.522426084,0.017931375,2,James Marsden,Action,Thinkfilm
0.3804,45000000,82800000,Firewall,Richard Loncraine,105,145,5.4,2006,48675112.1231207,89562206.3065422,1.84,2,Harrison Ford,Thriller,Village Roadshow Pictures
0.46306800000000004,18000000,1196307,Seraphim Falls,David Von Ancken,115,65,5.8,2006,19470044.8492483,1294008.38574831,0.0664615,9,Liam Neeson,Western,Icon Productions
0.36789299999999997,2000000,622806,Sherrybaby,Laurie Collyer,96,14,6.5,2006,2163338.31658314,673670.041798941,0.311403,9,Maggie Gyllenhaal,Drama,Red Envelope Entertainment
0.500077,24000000,23321954,Alatriste,AgustÃ­n DÃ­az Yanes,145,31,5.7,2006,25960059.7989977,25226638.352894697,0.9717480833333333,9,Viggo Mortensen,Action,Twentieth Century Fox Film Corporation
0.8771909999999989,22000000,13405595,Tenacious D in The Pick of Destiny,Liam Lynch,93,206,6.2,2006,23796721.482414603,14500418.660047699,0.6093452272727272,11,Jack Black,Comedy,Red Hour Films
0.360145,20000000,41237648,Man of the Year,Barry Levinson,115,64,5.4,2006,21633383.1658314,44605492.0020841,2.0618824,10,Robin Williams,Comedy,Universal Pictures
0.357462,20000000,37597471,The Covenant,Renny Harlin,97,164,5.2,2006,21633383.1658314,40668024.8104618,1.87987355,9,Steven Strait,Action,"Screen Gems, Inc."
0.33726799999999996,15000000,66966987,When a Stranger Calls,Simon West,87,123,5.4,2006,16225037.3743735,72436124.4616127,4.4644658,2,Camilla Belle,Horror,Davis Entertainment
0.33058200000000004,13000000,1151330,Infamous,Douglas McGrath,110,24,5.5,2006,14061699.057790399,1245358.15201583,0.08856384615384616,11,Sigourney Weaver,Drama,Killer Films
0.32548499999999997,500000,745327,Another Gay Movie,Todd Stephens,92,28,5.1,2006,540834.579145786,806197.228741983,1.490654,4,Michael Carbonaro,Comedy,TLA Releasing
0.32090799999999997,11000000,46396427,Dhoom 2,Sanjay Gadhvi,147,43,6.5,2006,11898360.741207302,50185584.1408264,4.217857,11,Hrithik Roshan,Drama,Yash Raj Films
0.312729,9000000,21510851,Black Christmas,Glen Morgan,84,44,5.3,2006,9735022.42462415,23267624.095305398,2.3900945555555557,12,Katie Cassidy,Horror,Dimension Films
0.312609,13000000,11130889,The Astronaut Farmer,Michael Polish,104,49,6.2,2006,14061699.057790399,12039939.3356669,0.8562222307692308,10,Billy Bob Thornton,Adventure,Polish Brothers Construction
0.30727899999999997,8000000,426224,Fido,Andrew Currie,91,61,6.7,2006,8653353.26633258,461033.35532366706,0.053278,9,Billy Connolly,Romance,Lions Gate Films
0.30357399999999896,20000000,21170563,ATL,Christian Robinson,105,14,5.3,2006,21633383.1658314,22899545.060768697,1.05852815,3,T.I.,Drama,Warner Bros.
0.300525,4000000,8059140,Bug,William Friedkin,102,61,5.6,2006,4326676.63316629,8717323.18035394,2.014785,5,Ashley Judd,Horror,Lions Gate Films
0.298124,75000000,42285169,Lady in the Water,M. Night Shyamalan,110,187,5.2,2006,81125186.87186791,45738563.1604469,0.5638022533333333,7,Paul Giamatti,Drama,Legendary Pictures
0.282881,30000000,41480851,Gridiron Gang,Phil Joanou,125,123,6.5,2006,32450074.7487471,44868557.186388105,1.3826950333333334,9,Dwayne Johnson,Action,Columbia Pictures
0.326984,4000000,13401952,The History Boys,Nicholas Hytner,109,27,5.6,2006,4326676.63316629,14496478.139304,3.350488,10,Samuel Anderson,Comedy,DNA Films
0.254596,12000000,20138836,The Namesake,Mira Nair,122,23,7.0,2006,12980029.8994988,21783557.785092,1.6782363333333334,9,Kal Penn,Drama,Fox Searchlight Pictures
0.251388,1000000,46243000,An Inconvenient Truth,Davis Guggenheim,100,130,6.5,2006,1081669.15829157,50019626.8868772,46.243,1,Al Gore,Documentary,Lawrence Bender Productions
0.24994899999999998,4000000,4630045,Let's Go to Prison,Bob Odenkirk,84,36,5.4,2006,4326676.63316629,5008176.8780021,1.15751125,11,Dax Shepard,Comedy,Universal Pictures
0.225633,2380000,8176544,This Is England,Shane Meadows,101,187,7.1,2006,2574372.59673394,8844315.46621401,3.43552268907563,9,Thomas Turgoose,Drama,EM Media
0.5339659999999989,20000000,17807569,School for Scoundrels,Todd Phillips,100,53,5.5,2006,21633383.1658314,19261898.171449102,0.89037845,9,Billy Bob Thornton,Comedy,Dimension Films
0.209369,26000000,17496992,Annapolis,Justin Lin,108,56,5.8,2006,28123398.115580797,18925956.6092743,0.6729612307692308,1,James Franco,Drama,Touchstone Pictures
0.20754,14500000,22963701,IndigÃ¨nes,Rachid Bouchareb,128,52,6.7,2006,15684202.795227801,24839127.1319293,1.5837035172413794,5,Jamel Debbouze,Drama,Tessalit Productions
0.200545,15000000,21000000,Flicka,Michael Mayer,95,37,6.1,2006,16225037.3743735,22715052.324123003,1.4,10,Tim McGraw,Drama,
0.189838,9000000,27105095,Stay Alive,William Brent Bell,100,83,5.3,2006,9735022.42462415,29318745.294063102,3.011677222222222,3,Jon Foster,Horror,Spyglass Entertainment
0.188603,15000000,11992014,The Return,Asif Kapadia,85,20,5.2,2006,16225037.3743735,12971391.689600699,0.7994676,11,Adam Scott,Drama,Rogue Pictures
0.187319,2000000,300000,Ten Canoes,Rolf de Heer|Peter Djigirr,90,12,5.9,2006,2163338.31658314,324500.74748747103,0.15,6,Crusoe Kurddal,Adventure,Fandango
0.157586,210000000,234360014,X-Men: The Last Stand,Brett Ratner,104,2381,6.2,2006,227150523.24122998,253499999.080581,1.1160000666666667,5,Hugh Jackman,Adventure,20th Century Fox
0.145707,1000000,1678874,Who Killed the Electric Car?,Chris Paine,92,25,6.6,2006,1081669.15829157,1815986.2264576,1.678874,1,Martin Sheen,Documentary,Electric Entertainment
0.13304100000000002,8000000,18948425,Akeelah and the Bee,Doug Atchison,112,46,6.6,2006,8653353.26633258,20495926.920700897,2.368553125,4,Keke Palmer,Drama,Lions Gate Films
0.096955,5000000,3833507,Trailer Park Boys: The Movie,Mike Clattenburg,95,17,6.3,2006,5408345.79145786,4146586.28999485,0.7667014,10,John Paul Tremblay,Action,Alliance Films
0.08424,8000000,382267,First Snow,Mark Fergus,101,15,6.6,2006,8653353.26633258,413486.42413264397,0.047783375,5,Guy Pearce,Drama,Yari Film Group
0.078983,12000000,5542025,For Your Consideration,Christopher Guest,86,18,5.4,2006,12980029.8994988,5994637.51698085,0.46183541666666666,11,Catherine O'Hara,Comedy,Shangri-La Entertainment
0.139931,79000,245000,The Foot Fist Way,Jody Hill,85,19,5.3,2006,85451.8635050342,265008.943781435,3.1012658227848102,6,Danny McBride,Comedy,Gary Sanchez Productions
0.040915,1000000,7202,Special,Hal Haberman|Jeremy Passmore,81,13,6.5,2006,1081669.15829157,7790.1812780159,0.007202,1,Michael Rapaport,Drama,Rival Pictures
5.827781,130000000,789804554,Harry Potter and the Prisoner of Azkaban,Alfonso CuarÃ³n,141,3550,7.4,2004,150077901.975579,911786234.1159849,6.075419646153846,5,Daniel Radcliffe,Adventure,1492 Pictures
4.535598,30000000,152159461,Kill Bill: Vol. 2,Quentin Tarantino,136,2346,7.5,2004,34633361.994364396,175659789.789346,5.071982033333334,4,Uma Thurman,Action,Miramax Films
3.9904879999999996,50000000,40203020,Bridget Jones: The Edge of Reason,Beeban Kidron,108,431,6.0,2004,57722269.990607396,46412191.4975558,0.8040604,11,RenÃ©e Zellweger,Comedy,Miramax Films
3.863377,20000000,72258126,Eternal Sunshine of the Spotless Mind,Michel Gondry,108,2012,7.8,2004,23088907.9962429,83418061.15974659,3.6129063,3,Jim Carrey,Science Fiction,Anonymous Content
3.4256279999999997,29000000,115603229,The Notebook,Nick Cassavetes,123,1929,7.5,2004,33478916.5945523,133457615.92248,3.98631824137931,6,Rachel McAdams,Romance,New Line Cinema
3.339406,92000000,631442092,The Incredibles,Brad Bird,115,3064,7.2,2004,106208976.782717,728965418.357159,6.863501,11,Craig T. Nelson,Action,Walt Disney Pictures
3.196643,75000000,288500217,The Bourne Supremacy,Paul Greengrass,108,1966,7.1,2004,86583404.9859111,333057748.360456,3.84666956,7,Matt Damon,Action,Universal Pictures
3.177517,175000000,497409852,Troy,Wolfgang Petersen,163,1598,6.8,2004,202027944.967126,574232515.462641,2.8423420114285713,5,Brad Pitt,War,Plan B Entertainment
2.906282,100000000,347451894,National Treasure,Jon Turteltaub,131,1179,6.4,2004,115444539.98121399,401114240.684318,3.47451894,11,Nicolas Cage,Adventure,Walt Disney Pictures
2.791375,120000000,347234916,"I, Robot",Alex Proyas,115,2339,6.6,2004,138533447.97745702,400863751.430357,2.8936243,7,Will Smith,Action,Twentieth Century Fox Film Corporation
2.6686919999999996,75000000,196482882,50 First Dates,Peter Segal,99,1235,6.5,2004,86583404.9859111,226828759.26673302,2.61977176,2,Adam Sandler,Comedy,Columbia Pictures Corporation
2.629934,17000000,129042871,Mean Girls,Mark Waters,97,1357,6.8,2004,19625571.7968065,148972948.804502,7.590757117647059,4,Lindsay Lohan,Comedy,Paramount Pictures
2.499507,160000000,300257475,Van Helsing,Stephen Sommers,132,918,5.9,2004,184711263.969943,346630860.77296096,1.87660921875,5,Hugh Jackman,Horror,Universal Pictures
2.361367,66000000,99318987,Hellboy,Guillermo del Toro,122,1314,6.4,2004,76193396.3876018,114658347.656152,1.5048331363636365,4,Ron Perlman,Fantasy,Revolution Studios
2.241935,165000000,305875730,The Polar Express,Robert Zemeckis,100,867,6.4,2004,190483490.969004,353116829.412682,1.853792303030303,11,Tom Hanks,Animation,Castle Rock Entertainment
2.191033,150000000,919838758,Shrek 2,Andrew Adamson|Kelly Asbury|Conrad Vernon,93,1676,6.5,2004,173166809.971822,1061903622.7420199,6.132258386666667,5,Mike Myers,Adventure,DreamWorks SKG
2.186534,13000000,96060858,The Butterfly Effect,Eric Bress|J. Mackye Gruber,113,1126,7.1,2004,15007790.1975579,110897015.62010801,7.38929676923077,1,Ashton Kutcher,Science Fiction,New Line Cinema
2.17643,45000000,129394835,Resident Evil: Apocalypse,Alexander Witt,94,756,6.1,2004,51950042.9915466,149379272.025202,2.875440777777778,9,Milla Jovovich,Horror,Impact Pictures
2.175284,110000000,362744280,Ocean's Twelve,Steven Soderbergh,125,1376,6.4,2004,126988993.97933601,418768465.354169,3.2976752727272727,12,George Clooney,Thriller,Village Roadshow Pictures
2.0419549999999997,80000000,516642939,Meet the Fockers,Jay Roach,115,782,6.1,2004,92355631.98497191,596436064.273978,6.4580367375,12,Ben Stiller,Comedy,DreamWorks SKG
2.022895,125000000,544272402,The Day After Tomorrow,Roland Emmerich,124,1422,6.1,2004,144305674.976518,628332770.733608,4.354179216,5,Dennis Quaid,Action,Lions Gate Films
1.9112060000000002,116000000,102000000,The Aviator,Martin Scorsese,170,834,6.7,2004,133915666.37820901,117753430.780839,0.8793103448275862,12,Leonardo DiCaprio,Drama,Appian Way
1.8319299999999998,65000000,217764291,Collateral,Michael Mann,120,810,6.7,2004,75038950.9877896,251396983.988304,3.3502198615384615,8,Tom Cruise,Drama,Paramount Pictures
1.8235970000000001,4000000,30039392,Shaun of the Dead,Edgar Wright,99,1413,7.4,2004,4617781.59924859,34678837.9075538,7.509848,4,Simon Pegg,Horror,Universal Pictures
1.792138,65000000,128905366,Blade: Trinity,David S. Goyer,123,800,5.7,2004,75038950.9877896,148814206.789801,1.983159476923077,12,Wesley Snipes,Science Fiction,New Line Cinema
1.6824919999999999,60000000,219417255,The Terminal,Steven Spielberg,128,1131,7.0,2004,69266723.9887289,253305240.674159,3.65695425,6,Tom Hanks,Comedy,DreamWorks SKG
1.665648,140000000,209073645,Lemony Snicket's A Series of Unfortunate Events,Brad Silberling,108,747,6.5,2004,161622355.9737,241364107.69220802,1.4933831785714287,12,Jim Carrey,Adventure,Paramount Pictures
1.648554,30000000,216763646,Million Dollar Baby,Clint Eastwood,132,1355,7.6,2004,34633361.994364396,250241793.971209,7.2254548666666665,12,Clint Eastwood,Drama,Lakeshore Entertainment
1.648211,50000000,200804534,Garfield,Peter Hewitt,80,435,5.2,2004,57722269.990607396,231817870.53772202,4.01609068,6,Bill Murray,Animation,Twentieth Century Fox Film Corporation
1.615629,75000000,367275019,Shark Tale,Bibo Bergeron|Vicky Jenson|Rob Letterman,90,852,5.8,2004,86583404.9859111,423998956.150469,4.897000253333333,9,Will Smith,Animation,DreamWorks SKG
1.590381,70000000,57958696,Sky Captain and the World of Tomorrow,Kerry Conran,107,249,5.7,2004,80811177.9868504,66910149.97631071,0.8279813714285714,9,Jude Law,Mystery,Paramount Pictures
1.556897,30000000,140161792,The SpongeBob SquarePants Movie,Stephen Hillenburg,87,348,6.6,2004,34633361.994364396,161809136.003827,4.672059733333334,11,Tom Kenny,Animation,Paramount Pictures
1.5397290000000001,6500000,98410061,Crash,Paul Haggis,112,675,7.1,2004,7503895.09877896,113609042.216682,15.140009384615384,5,Sandra Bullock,Drama,Blackfriars Bridge Films
1.5271540000000001,26000000,90574188,Anchorman: The Legend of Ron Burgundy,Adam McKay,94,1002,6.7,2004,30015580.3951158,104562954.67831999,3.4836226153846153,7,Will Ferrell,Comedy,Apatow Productions
1.497252,37000000,96455697,13 Going On 30,Gary Winick,98,662,6.1,2004,42714479.7930495,111352835.687324,2.6069107297297296,4,Jennifer Garner,Comedy,Columbia Pictures
1.473411,31000000,27388767,Ella Enchanted,Tommy O'Haver,96,238,5.7,2004,35787807.3941766,31618836.069676697,0.8835086129032258,4,Anne Hathaway,Fantasy,Miramax Films
1.4413610000000001,25000000,30411183,The Girl Next Door,Luke Greenfield,108,484,6.2,2004,28861134.995303698,35108050.3171954,1.21644732,4,Emile Hirsch,Comedy,Regency Enterprises
1.428313,25000000,116766556,Finding Neverland,Marc Forster,106,695,7.1,2004,28861134.995303698,134800613.42610702,4.67066224,10,Johnny Depp,Drama,Miramax Films
1.408588,19000000,70067909,A Cinderella Story,Mark Rosman,95,379,5.9,2004,21934462.5964308,80889575.2195062,3.687784684210526,7,Hilary Duff,Comedy,Gaylord Films
1.3487040000000001,70000000,171183863,AVP: Alien vs. Predator,Paul W.S. Anderson,101,696,5.5,2004,80811177.9868504,197622423.16242298,2.445483757142857,8,Sanaa Lathan,Adventure,Impact Pictures
1.338131,20000000,167722310,DodgeBall: A True Underdog Story,Rawson Marshall Thurber,92,551,6.2,2004,23088907.9962429,193626249.22536698,8.3861155,6,Vince Vaughn,Comedy,Twentieth Century Fox Film Corporation
1.327137,12000000,9584131,Banlieue 13,Pierre Morel,84,351,6.5,2004,13853344.7977457,11064355.944147,0.7986775833333334,11,David Belle,Action,Canal Plus
1.3190680000000001,155000000,167298192,Alexander,Oliver Stone,175,519,5.6,2004,178939036.970883,193136628.151289,1.0793431741935484,11,Colin Farrell,War,France 3 CinÃ©ma
1.318761,9000000,23936908,Harold & Kumar Go to White Castle,Danny Leiner,88,414,6.4,2004,10390008.5983093,27633853.326326597,2.6596564444444444,5,John Cho,Comedy,New Line Cinema
1.3097530000000002,1200000,103911669,Saw,James Wan,103,1135,7.1,2004,1385334.47977457,119960348.263852,86.5930575,10,Cary Elwes,Horror,Twisted Pictures
1.304553,200000000,783766341,Spider-Man 2,Sam Raimi,127,2735,6.4,2004,230889079.96242902,904815446.895049,3.918831705,6,Tobey Maguire,Action,Laura Ziskin Productions
1.279087,25000000,20796847,EuroTrip,Jeff Schaffer,93,376,6.4,2004,28861134.995303698,24008824.349747,0.83187388,2,Scott Mechlowicz,Comedy,DreamWorks SKG
1.277711,70000000,130293714,Man on Fire,Tony Scott,146,1002,7.3,2004,80811177.9868504,150416978.751739,1.8613387714285714,4,Denzel Washington,Action,Regency Enterprises
1.2306700000000002,42000000,171963386,Along Came Polly,John Hamburg,90,440,5.7,2004,48486706.792110205,198522339.90382,4.094366333333333,1,Ben Stiller,Comedy,Universal Pictures
1.2088370000000002,27000000,115505027,Closer,Mike Nichols,104,427,6.6,2004,31170025.794928003,133344247.075328,4.277963962962963,12,Natalie Portman,Drama,Columbia Pictures
1.1316540000000002,33000000,54700105,The Punisher,Jonathan Hensleigh,124,402,6.0,2004,38096698.1938009,63148284.5864915,1.6575789393939393,4,Thomas Jane,Action,Lions Gate Films
1.129322,100000000,82102379,Catwoman,Pitof,104,415,4.3,2004,115444539.98121399,94782713.7501835,0.82102379,7,Halle Berry,Action,Village Roadshow Pictures
1.1173,1000000,332323,9 Songs,Michael Winterbottom,66,53,5.2,2004,1154445.39981214,383648.758601772,0.332323,7,Kieran O'Brien,Drama,Revolution Films
1.107167,28000000,102356381,Dawn of the Dead,Zack Snyder,101,546,6.7,2004,32324471.1947401,118164853.186869,3.6555850357142856,3,Sarah Polley,Fantasy,New Amsterdam Entertainment
1.06218,120000000,203567857,King Arthur,Antoine Fuqua,126,449,6.1,2004,138533447.97745702,235007976.063267,1.6963988083333332,7,Clive Owen,Adventure,Jerry Bruckheimer Films
1.052176,105000000,115772733,The Chronicles of Riddick,David Twohy,119,1118,6.2,2004,121216766.980275,133653299.03553,1.1025974571428572,6,Vin Diesel,Adventure,Universal Pictures
1.042281,80000000,55041367,Spanglish,James L. Brooks,130,215,5.6,2004,92355631.98497191,63542252.93252221,0.6880170875,12,Adam Sandler,Comedy,Gracie Films
1.0394299999999999,40000000,92913171,Secret Window,David Koepp,96,513,6.3,2004,46177815.9924859,107263182.842909,2.322829275,3,Johnny Depp,Thriller,Columbia Pictures Corporation
1.035728,6500000,11850214,Layer Cake,Matthew Vaughn,105,308,7.0,2004,7503895.09877896,13680425.0390895,1.8231098461538462,9,Daniel Craig,Drama,Sony Pictures Classics
0.9864440000000001,60000000,61347797,After the Sunset,Brett Ratner,97,139,6.0,2004,69266723.9887289,70822682.0352595,1.0224632833333334,11,Pierce Brosnan,Action,New Line Cinema
0.976399,57000000,28283637,Thunderbirds,Jonathan Frakes,95,50,4.4,2004,65803387.789292395,32651914.624606606,0.4962041578947368,7,Brady Corbet,Action,Studio Canal
0.9618469999999999,40000000,95149435,The Princess Diaries 2: Royal Engagement,Garry Marshall,113,386,5.9,2004,46177815.9924859,109844827.530475,2.378735875,8,Anne Hathaway,Comedy,Walt Disney Pictures
0.9485600000000001,145000000,25819961,The Alamo,John Lee Hancock,137,60,5.9,2004,167394582.972761,29807735.199778996,0.17806869655172414,4,Dennis Quaid,Western,Imagine Entertainment
0.9397049999999999,2700000,15992615,Before Sunset,Richard Linklater,80,418,7.5,2004,3117002.5794928,18462600.8177167,5.923190740740741,2,Ethan Hawke,Drama,Castle Rock Entertainment
0.935831,10000000,183474602,The Grudge,Takashi Shimizu,92,462,5.8,2004,11544453.998121401,211811410.261264,18.3474602,10,Sarah Michelle Gellar,Horror,Ghost House Pictures
0.935483,25000000,56422687,Cellular,David R. Ellis,94,322,6.0,2004,28861134.995303698,65136911.4521907,2.25690748,9,Chris Evans,Action,New Line Cinema
0.9270879999999999,80000000,96105964,The Manchurian Candidate,Jonathan Demme,129,181,6.1,2004,92355631.98497191,110949088.03431101,1.20132455,7,Denzel Washington,Drama,Paramount Pictures
0.9251209999999999,5000000,8203235,The Machinist,Brad Anderson,101,621,7.2,2004,5772226.99906074,9470186.90932801,1.640647,2,Christian Bale,Thriller,Filmax Entertainment
0.9243629999999999,12000000,24829644,Seed of Chucky,Don Mancini,87,140,4.9,2004,13853344.7977457,28664468.294773303,2.069137,11,Brad Dourif,Comedy,Rogue Pictures
0.9220870000000001,25000000,36609966,Taxi,Tim Story,97,135,5.0,2004,28861134.995303698,42264206.835979104,1.46439864,10,Queen Latifah,Thriller,Twentieth Century Fox Film Corporation
0.898601,60000000,13395939,Alfie,Charles Shyer,103,140,5.4,2004,69266723.9887289,15464880.154714098,0.22326565,10,Jude Law,Comedy,Paramount Pictures
0.87766,50000000,170128460,Shall We Dance?,Peter Chelsom,107,172,5.8,2004,57722269.990607396,196404018.024125,3.4025692,10,Richard Gere,Drama,Miramax Films
0.874937999999999,35000000,36098382,Jersey Girl,Kevin Smith,102,176,5.7,2004,40405588.9934252,41673611.0405616,1.031382342857143,3,Ben Affleck,Comedy,Miramax Films
0.8676,90000000,102000000,The Stepford Wives,Frank Oz,93,183,5.4,2004,103900085.98309301,117753430.780839,1.1333333333333333,6,Nicole Kidman,Action,Paramount Pictures
0.8563290000000001,7000,424760,Primer,Shane Carruth,79,341,6.9,2004,8081.117798685041,490362.228024208,60.68,10,Shane Carruth,Science Fiction,Thinkfilm
0.845493,10000000,1461989,ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,Shinji Aramaki,101,77,6.7,2004,11544453.998121401,1687786.47562596,0.1461989,4,Ai Kobayashi,Animation,Toho Company
0.8379059999999989,110000000,103951461,Home on the Range,Will Finn|John Sanford,76,210,5.8,2004,126988993.97933601,120006285.955201,0.9450132818181818,4,Randy Quaid,Western,Walt Disney Pictures
0.815044,100000000,108103450,Hidalgo,Joe Johnston,136,177,6.3,2004,115444539.98121399,124799530.556322,1.0810345,3,Viggo Mortensen,Western,Casey Silver Productions
0.80542,6000000,119114517,Fahrenheit 9/11,Michael Moore,122,198,6.6,2004,6926672.39887289,137511206.201495,19.8524195,6,Michael Moore,Documentary,BIM Distribuzione
0.804481,17000000,16980098,Win a Date with Tad Hamilton!,Robert Luketic,95,78,5.3,2004,19625571.7968065,19602596.0244594,0.9988292941176471,1,Josh Duhamel,Comedy,DreamWorks SKG
0.8025770000000001,37000000,113086475,White Chicks,Keenen Ivory Wayans,109,370,6.4,2004,42714479.7930495,130552160.84472099,3.056391216216216,6,Shawn Wayans,Comedy,Columbia Pictures
0.787185,17500000,38000000,Hotel Rwanda,Terry George,121,456,7.2,2004,20202794.4967126,43868925.1928616,2.1714285714285713,9,Don Cheadle,Drama,Lions Gate Films
0.779837,56000000,57223890,Walking Tall,Kevin Bray,86,236,6.0,2004,64648942.3894803,66061856.5698564,1.0218551785714285,4,Dwayne Johnson,Adventure,Metro-Goldwyn-Mayer (MGM)
0.7678699999999989,50000000,25195000,Twisted,Philip Kaufman,97,67,5.7,2004,57722269.990607396,29086251.848266996,0.5039,2,Ashley Judd,Action,Paramount Pictures
0.73712,32000000,50907422,Team America: World Police,Trey Parker,98,391,6.5,2004,36942252.793988705,58769839.144195706,1.5908569375,10,Trey Parker,Music,Paramount Pictures
0.7026319999999989,16000000,109502303,Sideways,Alexander Payne,126,238,6.6,2004,18471126.3969943,126414429.967186,6.8438939375,10,Paul Giamatti,Comedy,Fox Searchlight Pictures
0.696312,19000000,69631118,Without a Paddle,Steven Brill,95,109,5.2,2004,21934462.5964308,80385323.8588769,3.6647956842105263,8,Seth Green,Action,Paramount Pictures
0.6799970000000001,60000000,170268750,Starsky & Hutch,Todd Phillips,101,368,5.5,2004,69266723.9887289,196565975.169264,2.8378125,3,Ben Stiller,Comedy,Weed Road Pictures
0.678708,15000000,29331068,Confessions of a Teenage Drama Queen,Sara Sugarman,89,134,5.1,2004,17316680.997182198,33861116.5241773,1.9554045333333334,2,Lindsay Lohan,Music,Walt Disney Pictures
